p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
LSAMP	0	1.09408259548962	0.48	0.256	0	Per	LSAMP
KIRREL1	0	1.08967991668576	0.5	0.19	0	Per	KIRREL1
ANPEP	0	1.0894069518726	0.313	0.035	0	Per	ANPEP
RGS7BP	0	1.07909200142528	0.31	0.068	0	Per	RGS7BP
FOXD1	0	1.07702052964327	0.398	0.105	0	Per	FOXD1
LGALS1	0	1.07274293064546	0.398	0.125	0	Per	LGALS1
PTN1	0	1.06656213403504	0.739	0.325	0	Per	PTN
LAMC31	0	1.06318402677435	0.592	0.186	0	Per	LAMC3
CPPED1	0	1.06227397365016	0.408	0.148	0	Per	CPPED1
PHLPP1	0	1.05674966163723	0.631	0.389	0	Per	PHLPP1
NCK2	0	1.0554659292241	0.485	0.185	0	Per	NCK2
NDRG2	0	1.05143076953196	0.508	0.184	0	Per	NDRG2
KCNB1	0	1.05105598502266	0.365	0.11	0	Per	KCNB1
SESN3	0	1.05072524752822	0.546	0.276	0	Per	SESN3
SPARC	0	1.04934204636623	0.683	0.374	0	Per	SPARC
PDE5A	0	1.04913746829997	0.606	0.29	0	Per	PDE5A
PALD1	0	1.0361122709426	0.624	0.321	0	Per	PALD1
CA4	0	1.0313243458913	0.33	0.064	0	Per	CA4
SSTR2	0	1.02364997614442	0.344	0.096	0	Per	SSTR2
ITGA10	0	1.01758536991326	0.6	0.296	0	Per	ITGA10
WDR41	0	1.01616524602916	0.448	0.197	0	Per	WDR41
SLC20A21	0	1.00840129987465	0.818	0.55	0	Per	SLC20A2
PACSIN2	0	1.00591339693794	0.581	0.299	0	Per	PACSIN2
PID11	0	1.00461214549027	0.697	0.285	0	Per	PID1
S1PR3	0	1.00273145205114	0.343	0.085	0	Per	S1PR3
JAG1	0	0.993300804223925	0.527	0.255	0	Per	JAG1
DCBLD1	0	0.985238768113608	0.346	0.108	0	Per	DCBLD1
ATP1B2	0	0.974599586708374	0.327	0.062	0	Per	ATP1B2
PARD31	0	0.969941278871084	0.947	0.765	0	Per	PARD3
ABCA5	0	0.969374340754249	0.54	0.266	0	Per	ABCA5
NBEAL1	0	0.968536762860636	0.769	0.539	0	Per	NBEAL1
HCN2	0	0.965677665712825	0.259	0.017	0	Per	HCN2
SMTN	0	0.957161041040452	0.402	0.123	0	Per	SMTN
NFASC	0	0.949956378103209	0.393	0.113	0	Per	NFASC
MFGE8	0	0.944664819678823	0.463	0.158	0	Per	MFGE8
GNAI1	0	0.93023503034534	0.306	0.085	0	Per	GNAI1
ANKRD44	0	0.926005652600276	0.709	0.453	0	Per	ANKRD44
C7orf50	0	0.920423410388211	0.4	0.159	0	Per	C7orf50
RHOB	0	0.919068519680411	0.548	0.288	0	Per	RHOB
NID11	0	0.916480060922265	0.775	0.411	0	Per	NID1
UTRN	0	0.916133844331403	0.93	0.787	0	Per	UTRN
STK39	0	0.915373214883318	0.68	0.404	0	Per	STK39
RASL12	0	0.911968261173744	0.269	0.022	0	Per	RASL12
ST51	0	0.909983938977883	0.62	0.368	0	Per	ST5
SPARCL11	0	0.909056101980259	0.908	0.692	0	Per	SPARCL1
KIF5C	0	0.908204240374597	0.294	0.098	0	Per	KIF5C
TBX15	0	0.905936861395567	0.364	0.144	0	Per	TBX15
RFTN1	0	0.901412088233226	0.433	0.174	0	Per	RFTN1
DCN1	0	0.898237178365705	0.792	0.325	0	Per	DCN
TTLL7	0	0.895947445071963	0.413	0.152	0	Per	TTLL7
EPB41L31	0	0.892401264871279	0.579	0.305	0	Per	EPB41L3
POU6F2	0	0.892016811504012	0.314	0.084	0	Per	POU6F2
GRK5	0	0.890496424316141	0.716	0.438	0	Per	GRK5
FILIP1L	0	0.888039967636097	0.345	0.123	0	Per	FILIP1L
PHLDB3	0	0.885575457448262	0.318	0.086	0	Per	PHLDB3
TRIB2	0	0.883942985485212	0.441	0.205	0	Per	TRIB2
MAML21	0	0.882079314723432	0.821	0.559	0	Per	MAML2
ANGPTL4	0	0.8803402988749	0.362	0.135	0	Per	ANGPTL4
BTG1	0	0.875514790897588	0.529	0.252	0	Per	BTG1
DOCK6	0	0.870779856128202	0.649	0.401	0	Per	DOCK6
MPRIP	0	0.868927673229077	0.64	0.411	0	Per	MPRIP
GPRC5C	0	0.866781577320156	0.284	0.06	0	Per	GPRC5C
TNS1	0	0.862136499983055	0.787	0.581	0	Per	TNS1
TECR	0	0.859488682581058	0.356	0.128	0	Per	TECR
TBX31	0	0.848299630660814	0.432	0.163	0	Per	TBX3
PCDH18	0	0.848085598346515	0.28	0.056	0	Per	PCDH18
ARHGAP44	0	0.847336288339969	0.3	0.098	0	Per	ARHGAP44
SYNM	0	0.845669292578399	0.341	0.11	0	Per	SYNM
SH2B3	0	0.845586525358872	0.328	0.112	0	Per	SH2B3
PGF	0	0.836670143056249	0.257	0.049	0	Per	PGF
ECE1	0	0.835862443545159	0.708	0.474	0	Per	ECE1
RCSD1	0	0.831980144155892	0.425	0.177	0	Per	RCSD1
TNS2	0	0.83064866767323	0.689	0.44	0	Per	TNS2
C20orf194	0	0.82880128012814	0.653	0.423	0	Per	C20orf194
MARK1	0	0.823657025755902	0.341	0.12	0	Per	MARK1
ARHGEF12	0	0.821484235078398	0.807	0.632	0	Per	ARHGEF12
NAXD	0	0.820208617319986	0.335	0.119	0	Per	NAXD
COL6A21	0	0.817468863317337	0.5	0.243	0	Per	COL6A2
CACNA2D11	0	0.808976527423434	0.628	0.368	0	Per	CACNA2D1
FARP1	0	0.801783301712373	0.624	0.38	0	Per	FARP1
ROCK2	0	0.793486124887698	0.716	0.519	0	Per	ROCK2
NCOA2	0	0.773799665993503	0.764	0.582	0	Per	NCOA2
SMIM3	0	0.759766899071318	0.393	0.169	0	Per	SMIM3
ABO	0	0.756676504927572	0.332	0.127	0	Per	ABO
CCND2	0	0.752590737083872	0.283	0.072	0	Per	CCND2
PEAR1	0	0.751772148012505	0.34	0.131	0	Per	PEAR1
SOX51	0	0.745672354221044	0.859	0.573	0	Per	SOX5
RORA1	0	0.73655593292046	0.979	0.786	0	Per	RORA
DOCK11	0	0.731260422480541	0.252	0.075	0	Per	DOCK11
MT-CO3	0	0.729478946580101	0.928	0.807	0	Per	MT-CO3
RADIL1	0	0.717202939903843	0.343	0.132	0	Per	RADIL
CAMK2N1	0	0.717158308287607	0.33	0.108	0	Per	CAMK2N1
RASGRP2	0	0.711741119037588	0.286	0.092	0	Per	RASGRP2
CACNA2D31	0	0.709763775850833	0.655	0.304	0	Per	CACNA2D3
DTX3	0	0.708859332337054	0.271	0.081	0	Per	DTX3
PLEKHG2	0	0.705402364816886	0.278	0.092	0	Per	PLEKHG2
ZIC11	0	0.699509026643903	0.761	0.454	0	Per	ZIC1
MKLN1	0	0.692827731547224	0.86	0.743	0	Per	MKLN1
TJP1	0	0.653362732851397	0.911	0.823	0	Per	TJP1
LPP	0	0.622867121816494	0.893	0.75	0	Per	LPP
LHFPL6	0	0.616042448510973	0.921	0.771	0	Per	LHFPL6
DMD1	0	0.469885167943346	0.749	0.449	0	Per	DMD
MCAM	0	0.347339559837126	0.327	0.107	0	Per	MCAM
TRAK1	1.44897351558159e-307	0.829318768706512	0.576	0.35	2.18142962770808e-303	Per	TRAK1
PRKCB	1.950279085085e-307	0.865596158421027	0.367	0.151	2.93614516259547e-303	Per	PRKCB
SLC2A12	2.40197124965516e-306	0.791077391790738	0.32	0.12	3.61616771635585e-302	Per	SLC2A12
MT-CO2	4.0549968008571e-302	0.653131299685354	0.886	0.744	6.10479768369036e-298	Per	MT-CO2
GABRE	6.2656337436241e-302	0.915056719862211	0.3	0.111	9.43291160102608e-298	Per	GABRE
ITGA111	1.6190429254211e-300	0.69875855623218	0.384	0.158	2.43746912422147e-296	Per	ITGA11
ITGB5	1.41874594262332e-298	0.845009554937628	0.387	0.172	2.13592201661941e-294	Per	ITGB5
NHS	8.26249162414477e-297	0.847783726525043	0.514	0.273	1.243918114015e-292	Per	NHS
HIP1	1.07845094498061e-296	0.782525884542288	0.637	0.414	1.62360789766832e-292	Per	HIP1
SLC9A1	3.14023598303659e-293	0.729027500217356	0.272	0.092	4.72762527246158e-289	Per	SLC9A1
FERMT2	5.04304600952136e-292	0.782679983866379	0.56	0.339	7.59230576733441e-288	Per	FERMT2
COL6A11	9.38943165121883e-290	0.744269499335223	0.477	0.242	1.41357893509099e-285	Per	COL6A1
SEPT7	1.28043576696519e-288	0.714940506746443	0.693	0.509	1.92769604716609e-284	Per	SEPT7
MAST4	1.72897509805372e-288	0.593241361096092	0.736	0.5	2.60297201011988e-284	Per	MAST4
SH3KBP1	7.81488592192349e-287	0.856631253097556	0.455	0.233	1.17653107554558e-282	Per	SH3KBP1
MICU3	1.65833902221992e-286	0.804296436691654	0.53	0.312	2.49662939795208e-282	Per	MICU3
APBB2	2.52404768187368e-284	0.654321258602996	0.846	0.71	3.79995378506083e-280	Per	APBB2
PTMS	3.16944626433329e-284	0.746457950733691	0.394	0.179	4.77160135095377e-280	Per	PTMS
RBPMS	3.41874717605229e-283	0.579749264047189	0.813	0.616	5.14692387354672e-279	Per	RBPMS
CORO2B	7.11785324069329e-283	0.761664173123898	0.29	0.106	1.07159280538638e-278	Per	CORO2B
NTM1	9.16153502084373e-283	0.794905215491229	0.458	0.226	1.37926909738802e-278	Per	NTM
KLF12	1.27623691294008e-281	0.754359716176304	0.696	0.481	1.92137467243129e-277	Per	KLF12
SIK21	5.15158302896527e-280	0.880735661045321	0.719	0.529	7.75570825010722e-276	Per	SIK2
NCALD	9.1822211252071e-280	0.924019651941748	0.344	0.143	1.38238339039993e-275	Per	NCALD
KSR1	1.00584852836665e-279	0.9075176693793	0.487	0.27	1.514304959456e-275	Per	KSR1
MT-ATP6	1.03252566289412e-279	0.713114610045262	0.904	0.795	1.55446738548709e-275	Per	MT-ATP6
UNC5C1	2.74653925968844e-278	0.380572453675305	0.572	0.293	4.13491485546095e-274	Per	UNC5C
EHD2	8.40172738896696e-275	0.665322281737746	0.338	0.139	1.26488005840898e-270	Per	EHD2
CD9	4.51730543589187e-274	0.700433465237624	0.403	0.188	6.80080333373521e-270	Per	CD9
WTIP	3.64145163539058e-269	0.665489091745924	0.273	0.098	5.48220543708052e-265	Per	WTIP
ZBTB20	4.13412721405403e-269	0.441804477316252	0.964	0.914	6.22392852075835e-265	Per	ZBTB20
TACC2	6.7652795255034e-267	0.767824243335534	0.327	0.139	1.01851283256454e-262	Per	TACC2
FAM13A	3.0764503292148e-266	1.02810878709131	0.553	0.354	4.63159597063289e-262	Per	FAM13A
TNRC6C	1.71936487661722e-265	0.808398464672881	0.582	0.384	2.58850382174723e-261	Per	TNRC6C
RERG	3.10458038133653e-265	0.894742677889727	0.354	0.154	4.67394576410215e-261	Per	RERG
ZEB11	4.22052247377019e-260	0.459118804489175	0.861	0.733	6.35399658426103e-256	Per	ZEB1
KANK31	2.39928171893334e-258	0.656077273050574	0.493	0.262	3.61211862785415e-254	Per	KANK3
MAPK101	5.68536847503361e-256	0.5939782573195	0.736	0.475	8.55932223916309e-252	Per	MAPK10
CD81	7.08240354964479e-256	0.711620900407125	0.553	0.334	1.06625585439902e-251	Per	CD81
SORBS3	1.8550137472714e-254	0.811249443965853	0.442	0.242	2.79272319651709e-250	Per	SORBS3
PHLDB1	1.64993294962276e-247	0.689785258872905	0.488	0.277	2.48397405565707e-243	Per	PHLDB1
PCSK5	7.08569316670955e-247	0.595633763318894	0.374	0.169	1.06675110624812e-242	Per	PCSK5
MYO1D	8.15096850498665e-247	0.721374851028671	0.431	0.221	1.22712830842574e-242	Per	MYO1D
MT-ND1	2.28874050579337e-246	0.652663256890168	0.789	0.626	3.44569883147192e-242	Per	MT-ND1
NEDD4L1	1.43993393743572e-245	0.770192392622273	0.466	0.257	2.16782054280948e-241	Per	NEDD4L
HIC1	4.24406652384256e-244	0.736525821187327	0.268	0.103	6.38944215164498e-240	Per	HIC1
PIP5K1B	2.68770329989631e-243	0.667466843942052	0.343	0.15	4.0463373179939e-239	Per	PIP5K1B
PTPN91	3.89498442520849e-243	0.74257264413237	0.534	0.328	5.86389905215138e-239	Per	PTPN9
MAP1B	2.0611766847548e-242	0.73575758897992	0.564	0.35	3.10310149889835e-238	Per	MAP1B
MT-ND3	1.11593687379256e-239	0.67363547756368	0.804	0.646	1.6800429634947e-235	Per	MT-ND3
JAK1	3.0302850738838e-239	0.643145668039292	0.67	0.488	4.56209417873206e-235	Per	JAK1
ZSWIM5	7.38167659638611e-237	0.862706947568654	0.542	0.345	1.11131141158593e-232	Per	ZSWIM5
CYBA	1.79592875996678e-236	0.668472334110393	0.269	0.103	2.70377074812998e-232	Per	CYBA
EZR	7.87683190383455e-236	0.650989011215572	0.297	0.122	1.18585704312229e-231	Per	EZR
FGF1	1.63122854530191e-233	0.81424214823062	0.301	0.125	2.45581457495203e-229	Per	FGF1
MT-CO1	1.28324373615025e-231	0.532871151844912	0.86	0.709	1.9319234447742e-227	Per	MT-CO1
JADE1	1.00485264705863e-230	0.797365851145798	0.363	0.181	1.51280566014677e-226	Per	JADE1
SIPA1L21	1.17181825341107e-227	0.866099002724935	0.43	0.23	1.76417238051037e-223	Per	SIPA1L2
ACSL3	1.89439124310038e-227	0.646466420730061	0.601	0.41	2.85200601648762e-223	Per	ACSL3
NFATC41	2.9788722963159e-226	0.630863809845739	0.339	0.157	4.48469224210359e-222	Per	NFATC4
GSTP1	1.41626545274466e-224	0.672265588972804	0.368	0.179	2.13218763910708e-220	Per	GSTP1
DPYSL2	4.673640909902e-224	0.700074185602938	0.532	0.334	7.03616638985747e-220	Per	DPYSL2
LRIG1	5.35591000997771e-224	0.654867734180015	0.426	0.225	8.06332252002144e-220	Per	LRIG1
CRISPLD2	4.45559467561979e-222	1.02978861589344	0.321	0.145	6.70789778414559e-218	Per	CRISPLD2
NAA38	1.0734164717912e-217	0.684388928101898	0.321	0.15	1.61602849828165e-213	Per	NAA38
RCAN2	1.58109394697452e-216	0.812187266105282	0.39	0.203	2.38033693717014e-212	Per	RCAN2
SLC38A2	2.02946885570915e-215	0.720793136852549	0.682	0.524	3.05536536227012e-211	Per	SLC38A2
COBLL11	2.74521062143756e-214	0.46921170572183	0.884	0.738	4.13291459057425e-210	Per	COBLL1
COL4A1	5.07174976074136e-212	0.917429316370949	0.536	0.343	7.63551926479612e-208	Per	COL4A1
FTH1	1.72344586377407e-211	0.545480704216958	0.666	0.472	2.59464774791187e-207	Per	FTH1
ADCY6	2.90127192616861e-210	0.615133650554848	0.261	0.107	4.36786488484685e-206	Per	ADCY6
FAM49A1	3.72097266542699e-208	0.684076392419574	0.333	0.159	5.60192434780033e-204	Per	FAM49A
PDE4B	3.71183804392971e-206	0.76415750162772	0.386	0.203	5.58817217513617e-202	Per	PDE4B
MT-CYB	3.16271914600577e-205	0.575798755812088	0.848	0.714	4.76147367431169e-201	Per	MT-CYB
AKAP1	8.8483748666644e-205	0.693912129568433	0.291	0.131	1.33212283617633e-200	Per	AKAP1
ETS11	1.0418144455799e-201	0.593133287875582	0.529	0.328	1.56845164782054e-197	Per	ETS1
STXBP4	3.52659869173838e-196	0.799221202891315	0.391	0.22	5.30929433041214e-192	Per	STXBP4
CLIP2	3.25360430249095e-195	0.635102024913071	0.347	0.176	4.89830127740013e-191	Per	CLIP2
PRKAA2	4.14451564608696e-194	0.663765227493509	0.265	0.115	6.23956830518392e-190	Per	PRKAA2
FARP2	1.15114992260828e-193	0.679637342416975	0.414	0.239	1.73305620848677e-189	Per	FARP2
DENND31	3.5059315881743e-193	0.61659601386367	0.47	0.275	5.2781800059964e-189	Per	DENND3
HIF1A	8.96554372099254e-191	0.572908499887238	0.509	0.319	1.34976260719543e-186	Per	HIF1A
CHST11	7.05656145042439e-190	0.723076845279309	0.366	0.189	1.06236532636139e-185	Per	CHST11
COL27A1	2.22329010367179e-188	0.579552557539826	0.288	0.13	3.34716325107787e-184	Per	COL27A1
ELOVL5	8.16451083305079e-185	0.612152165753131	0.495	0.317	1.2291671059158e-180	Per	ELOVL5
COL4A2	1.89070632025613e-184	0.856112199806115	0.616	0.443	2.8464583651456e-180	Per	COL4A2
EVA1B	2.17625721215787e-184	0.530932003343746	0.261	0.112	3.27635523290367e-180	Per	EVA1B
ABCA1	3.28684735093568e-184	0.615440123293383	0.562	0.373	4.94834868683367e-180	Per	ABCA1
CEBPD	9.04577246775617e-184	0.978496945654148	0.639	0.515	1.36184104502069e-179	Per	CEBPD
MEF2D	1.79856411286491e-181	0.570728317966542	0.331	0.168	2.70773827191812e-177	Per	MEF2D
SELENOM	6.7979097628694e-180	0.554507697950212	0.315	0.152	1.02342531479999e-175	Per	SELENOM
BMPR1A1	1.7162599747073e-179	0.573319169540499	0.494	0.299	2.58382939192185e-175	Per	BMPR1A
FAM110B1	2.42018339616068e-179	0.591465568410485	0.436	0.249	3.64358610291991e-175	Per	FAM110B
MRC21	1.75031060012534e-176	0.567833346176791	0.431	0.247	2.6350926084887e-172	Per	MRC2
LRCH2	1.1087121293551e-174	0.574202778130038	0.258	0.116	1.6691661107441e-170	Per	LRCH2
RNF24	1.4779588172778e-174	0.777751299064696	0.366	0.204	2.22506699941172e-170	Per	RNF24
SSBP2	1.48859896900743e-174	0.500734332495568	0.77	0.625	2.24108574784068e-170	Per	SSBP2
SPRED1	1.68871541929536e-174	0.634643268164452	0.466	0.295	2.54236106374916e-170	Per	SPRED1
VSTM4	2.99556111320949e-173	0.577223267823253	0.284	0.134	4.50981725593688e-169	Per	VSTM4
FRMD4A1	2.5286749193404e-169	0.535132594327229	0.606	0.416	3.80692009106697e-165	Per	FRMD4A
GABBR11	4.05463299377162e-169	0.5265141850897	0.413	0.238	6.10424997212317e-165	Per	GABBR1
ELL2	2.28079422750757e-168	1.10044964923915	0.542	0.392	3.43373570951264e-164	Per	ELL2
ACSS31	1.53829137966215e-167	0.426440658980854	0.564	0.346	2.31589767208137e-163	Per	ACSS3
RBMS1	3.86853546925409e-167	0.515693574922631	0.781	0.671	5.82408014896204e-163	Per	RBMS1
SRRM2	1.08311804719377e-165	0.493544043584197	0.679	0.54	1.63063422005022e-161	Per	SRRM2
ADK	5.96779101625874e-165	0.585501003886015	0.657	0.505	8.98450937497754e-161	Per	ADK
PRRX11	3.53087907027089e-163	0.415750507871438	0.449	0.252	5.31573844029283e-159	Per	PRRX1
JUND	5.69492949043185e-162	0.54895878411409	0.512	0.338	8.57371634784514e-158	Per	JUND
RGS6	4.16548100300328e-161	0.63896178510285	0.276	0.129	6.27113165002144e-157	Per	RGS6
ANXA6	1.26993820758409e-159	0.539381183015278	0.325	0.174	1.91189197151785e-155	Per	ANXA6
SOGA1	2.3008932480035e-159	0.570675233772704	0.287	0.143	3.46399478486927e-155	Per	SOGA1
PBX11	1.63606030652633e-156	0.610073004321471	0.701	0.557	2.4630887914754e-152	Per	PBX1
UNC5B	1.00832732797745e-155	0.564214456872047	0.285	0.142	1.51803679227005e-151	Per	UNC5B
TUBA1A	9.09758955972528e-154	0.534292124266009	0.32	0.167	1.36964210821664e-149	Per	TUBA1A
PRRC2B	1.58498224161109e-153	0.542344078631179	0.601	0.453	2.3861907647455e-149	Per	PRRC2B
MEF2C1	5.55006118146941e-153	0.448978913371319	0.627	0.429	8.35561710870219e-149	Per	MEF2C
ZBTB46	1.25111163701605e-152	0.576018828772818	0.571	0.413	1.88354856952766e-148	Per	ZBTB46
RNF180	1.37547172526025e-152	0.583260738728025	0.385	0.225	2.07077268237931e-148	Per	RNF180
SMURF1	4.09136978883101e-151	0.583259107210923	0.493	0.335	6.15955721708509e-147	Per	SMURF1
IGF2R	1.46197429600928e-149	0.530565773380449	0.57	0.411	2.20100230264198e-145	Per	IGF2R
NBL11	2.20929967067159e-149	0.513752216449602	0.319	0.17	3.32610065419608e-145	Per	NBL1
ARHGAP291	1.59574425270533e-148	0.374358523972322	0.858	0.743	2.40239297244788e-144	Per	ARHGAP29
PITPNM21	6.0085336641438e-148	0.553120371700164	0.46	0.293	9.04584743136849e-144	Per	PITPNM2
MAPRE2	5.3944233710267e-147	0.554498832669882	0.389	0.231	8.1213043850807e-143	Per	MAPRE2
ARHGEF6	6.52965954612427e-146	0.563939464135225	0.257	0.125	9.83040244669009e-142	Per	ARHGEF6
CAST	5.26597472258651e-145	0.551585170798009	0.59	0.449	7.92792494485399e-141	Per	CAST
PPP1R12A	2.08416476038395e-144	0.460197988026767	0.693	0.566	3.13771004675803e-140	Per	PPP1R12A
SLC25A6	6.21071348264104e-144	0.531987080338044	0.278	0.141	9.35022914811609e-140	Per	SLC25A6
AGO2	6.76608979458548e-144	0.571790380231623	0.511	0.364	1.01863481857484e-139	Per	AGO2
MT-ND2	2.41920876619324e-143	0.443201765968213	0.707	0.542	3.64211879750392e-139	Per	MT-ND2
ZNF618	1.14369486962094e-141	0.577920104202213	0.313	0.173	1.72183262621433e-137	Per	ZNF618
BCAM	3.08055855684194e-140	0.423670217155333	0.276	0.136	4.63778090732554e-136	Per	BCAM
WDFY3	2.9771648326721e-138	0.466513090367624	0.735	0.625	4.48212165558785e-134	Per	WDFY3
KLHL29	3.94047745180725e-134	0.92865326254074	0.379	0.238	5.93238880369581e-130	Per	KLHL29
SEM1	4.14127057263284e-132	0.659216988914927	0.494	0.354	6.23468284709874e-128	Per	SEM1
FRZB	1.64511866044317e-131	0.457143035145692	0.255	0.126	2.4767261432972e-127	Per	FRZB
CEBPB	2.50992591628499e-131	0.519932807803068	0.318	0.179	3.77869346696706e-127	Per	CEBPB
RECK	4.92530281278203e-131	0.59411446491401	0.37	0.228	7.41504338464335e-127	Per	RECK
CHD3	1.46483227652845e-130	0.496592103661304	0.281	0.15	2.20530499231359e-126	Per	CHD3
FRMD61	8.25229246357157e-130	0.399494783665251	0.511	0.329	1.2423826303907e-125	Per	FRMD6
ADCY9	3.65306750232904e-129	0.556954053917266	0.423	0.272	5.49969312475637e-125	Per	ADCY9
BACH1	6.23288265391732e-129	0.640316805164185	0.585	0.451	9.38360483547252e-125	Per	BACH1
CYFIP1	2.14329694575445e-128	0.574537052104386	0.45	0.308	3.22673355183332e-124	Per	CYFIP1
VPS13D	7.56848948117966e-128	0.65289619023679	0.645	0.54	1.1394360913916e-123	Per	VPS13D
OAF1	8.25721299832612e-128	0.427696817025287	0.286	0.149	1.243123416898e-123	Per	OAF
ARHGAP17	1.58845865379257e-125	0.50330187736155	0.426	0.282	2.39142450328471e-121	Per	ARHGAP17
ERC1	9.08215841408954e-125	0.441522896072332	0.787	0.7	1.36731894924118e-120	Per	ERC1
REV3L	1.385996241073e-124	0.70721687416414	0.612	0.503	2.08661734093541e-120	Per	REV3L
CLSTN1	9.23827928554682e-124	0.515952360387594	0.401	0.259	1.39082294643907e-119	Per	CLSTN1
MT-ND4	7.61194297051071e-123	0.329257408196657	0.835	0.724	1.14597801421039e-118	Per	MT-ND4
KANK21	8.54900535924175e-123	0.47959596286635	0.424	0.273	1.28705275683385e-118	Per	KANK2
KDM5A	5.34075144759487e-122	0.533128015480355	0.542	0.413	8.04050130435407e-118	Per	KDM5A
CD63	7.63948358785845e-122	0.514892615934909	0.339	0.2	1.15012425415209e-117	Per	CD63
FN1	1.11053833436527e-121	0.317436204262625	0.679	0.509	1.67191546238691e-117	Per	FN1
CAMK2D	1.78232473237855e-120	0.436182614254584	0.705	0.575	2.68328988459591e-116	Per	CAMK2D
PFKFB3	3.77545268155844e-120	0.611912576093602	0.314	0.185	5.68394401208623e-116	Per	PFKFB3
CYB5R3	1.66433029733369e-118	0.442239339320267	0.41	0.263	2.50564926263587e-114	Per	CYB5R3
CHD7	2.43802942638089e-117	0.550619540704247	0.316	0.186	3.67045330141643e-113	Per	CHD7
PARVA1	3.10748518561155e-114	0.515074189174752	0.463	0.323	4.67831894693819e-110	Per	PARVA
PARP81	8.07303424611277e-112	0.542774578808504	0.364	0.23	1.21539530575228e-107	Per	PARP8
RNF130	1.85422082986602e-111	0.532458859653385	0.508	0.375	2.7915294593633e-107	Per	RNF130
ITGB1BP1	1.60803370107559e-110	0.473828816437597	0.288	0.165	2.4208947369693e-106	Per	ITGB1BP1
ABI2	5.98445609573778e-109	0.506614992810031	0.473	0.344	9.00959865213323e-105	Per	ABI2
MGAT51	2.84175420375614e-107	0.512129059203386	0.595	0.454	4.27826095375487e-103	Per	MGAT5
STARD9	4.42846705841326e-107	0.464735591460439	0.381	0.247	6.66705715644116e-103	Per	STARD9
PPP1CC	7.87738942294674e-107	0.438097584767287	0.252	0.137	1.18594097762463e-102	Per	PPP1CC
DNAJC15	2.26085530237118e-106	0.482777011557394	0.378	0.246	3.4037176577198e-102	Per	DNAJC15
USP13	1.01467375460929e-105	0.46892834126813	0.288	0.167	1.52759133756429e-101	Per	USP13
TMEM184B1	2.12948959396271e-105	0.439861613687568	0.415	0.277	3.20594658371087e-101	Per	TMEM184B
EIF4EBP2	3.6754651901993e-105	0.466665495843115	0.316	0.193	5.53341284384505e-101	Per	EIF4EBP2
RHOQ	4.132067190435e-105	0.509171200360744	0.384	0.256	6.22082715519989e-101	Per	RHOQ
GRID1	5.21688656109622e-105	0.658968751127921	0.256	0.139	7.85402271773036e-101	Per	GRID1
ADAMTS101	6.77964134732639e-105	0.510460895709248	0.382	0.249	1.02067500483999e-100	Per	ADAMTS10
LAMB2	4.58195703981882e-104	0.431405464560626	0.328	0.202	6.89813632344724e-100	Per	LAMB2
KLHL36	2.57618758481525e-103	0.442656833056951	0.274	0.157	3.87845040893936e-99	Per	KLHL36
MAOA1	2.85606047049477e-102	0.41826819492225	0.357	0.221	4.29979903832987e-98	Per	MAOA
FAM118A	1.10604604253018e-101	0.463846168761168	0.311	0.19	1.66515231702918e-97	Per	FAM118A
XKR6	3.96624627442936e-100	0.506689360978861	0.479	0.346	5.97118376615341e-96	Per	XKR6
SGCE	1.4197448933934e-99	0.500788092417482	0.262	0.15	2.13742593700376e-95	Per	SGCE
ATP5F1B	1.73995745585996e-99	0.429784946973293	0.286	0.166	2.61950594979718e-95	Per	ATP5F1B
MOB1B	4.41637737948263e-99	0.471343791070879	0.286	0.169	6.6488561448111e-95	Per	MOB1B
DDIT4	4.57223691000721e-99	0.575049109424637	0.296	0.178	6.88350266801586e-95	Per	DDIT4
WASHC4	7.8924582210356e-99	0.466467426530128	0.463	0.339	1.18820958517691e-94	Per	WASHC4
SGPL1	8.16887390447635e-99	0.428896357185425	0.335	0.21	1.22982396631891e-94	Per	SGPL1
MAPKAPK2	1.20022337693554e-98	0.459991578819668	0.283	0.167	1.80693629397645e-94	Per	MAPKAPK2
ITPR1	2.69895664290733e-98	0.369701315070797	0.414	0.271	4.06327922589699e-94	Per	ITPR1
USP22	3.20893127124091e-98	0.458446061905009	0.433	0.309	4.83104602885319e-94	Per	USP22
TSC22D3	2.87210349022795e-97	0.429581871023181	0.466	0.328	4.32395180453817e-93	Per	TSC22D3
NAB1	6.43607535560827e-97	0.453468399339523	0.283	0.169	9.68951144786826e-93	Per	NAB1
ABHD2	1.70141207920212e-96	0.471832126600799	0.375	0.251	2.56147588523879e-92	Per	ABHD2
GLO1	3.36422494704283e-96	0.443070084122185	0.268	0.156	5.06484065777298e-92	Per	GLO1
TMEM50A	3.88846122704318e-96	0.448201361242088	0.254	0.145	5.85407837731351e-92	Per	TMEM50A
RRAS	5.59423146416673e-96	0.372987108140318	0.252	0.139	8.422115469303e-92	Per	RRAS
LARGE1	2.8513813918564e-95	0.449388421134027	0.549	0.43	4.29275468543981e-91	Per	LARGE1
PITPNC1	6.54972666896638e-94	0.532462240449729	0.681	0.558	9.86061350012888e-90	Per	PITPNC1
RPS7	7.01292018763872e-94	0.436963381740754	0.345	0.22	1.05579513424901e-89	Per	RPS7
